Name,PE_14,PE_8,PE_9,PN_16,PN_17,PN_9
PB.3289.3,1.9077,0.0,1.75869,1.15539,1.09279,0.0
PB.564.2,35.7061,24.578,35.8746,62.8427,61.6938,18.2804
PB.1431.1,0.826857,0.0,0.0,0.848676,0.947293,0.0
PB.11838.3,0.0,5.78011,3.3833,0.0,0.845534,3.11554
PB.945.5,6.11783,11.4355,10.7073,15.6228,20.3587,8.68861
PB.4515.27,0.0,2.03983,4.31706,0.924196,0.0,5.1223
PB.5815.18,22.5679,3.69646,9.06642,2.04874,3.93305,5.68867
PB.967.13,6.01987,1.78909,5.01379,2.90998,6.23951,6.98537
PB.4534.5,1.13471,1.29572,0.0,1.16452,0.0,0.0
PB.8299.9,0.0,0.301769,0.487489,0.0,0.302908,0.372042
PB.10066.2,4.83134,0.0,0.0,0.857253,1.8804,1.02103
PB.2853.1,20.4306,0.0,16.6541,5.53823,0.0,0.0
PB.7249.6,1.34394,0.753085,0.0,1.20837,1.61802,1.32487
PB.4339.4,0.0,0.0,4.25303,1.57698,0.863797,1.06074
PB.1380.4,4.83351,9.0277,7.03732,0.581688,0.897131,7.23705
PB.3663.6,13.9328,9.54359,4.58815,2.71005,0.520626,6.48717
PB.8567.39,1.01839,0.0,3.55795,1.98063,3.09509,1.62921
PB.1108.2,4.36523,1.49467,0.0,0.448043,1.85294,1.22849
PB.4669.1,0.0,0.0,1.82668,2.54219,2.83759,1.39409
PB.545.6,7.14072,3.98792,3.88056,0.0,0.0,0.0
PB.1447.3,1.05114,0.599857,0.969034,3.23664,0.0,2.95819
PB.2232.2,5.11949,8.13105,11.9215,24.8354,32.112,13.03
PB.8234.5,0.0,0.0,1.5119,0.814124,1.81745,3.34838
PB.1135.1,3.8257,13.7864,4.78888,12.5004,12.5639,7.88518
PB.729.1,0.0,0.599857,0.969034,0.53944,0.0,0.0
PB.1251.1,31.9594,46.6092,37.6471,66.5167,68.1436,28.7315
PB.7111.1,7.38772,14.5636,14.3932,12.8679,9.788,10.6385
PB.2600.5,249.833,377.305,239.647,522.484,526.319,371.838
PB.666.4,20.8747,4.29626,8.8631,0.58709,2.50194,1.47648
PB.2079.1,4.69224,2.13862,0.0,1.28215,2.1467,1.75776
PB.11444.1,0.620774,0.0,0.0,0.318578,0.355597,0.436755
PB.1417.4,9.36248,7.49814,7.02143,10.2762,9.73598,4.61694
PB.9234.17,0.820732,0.407826,0.0,0.0,0.403103,0.546223
PB.1500.3,1.78108,0.503847,0.0,0.0,0.493552,1.94083
PB.72.8,62.193,76.9977,26.0326,116.36,20.1303,56.6383
PB.7539.1,11.23,10.0707,5.91586,4.11653,3.6759,9.02973
PB.1091.1,0.598189,1.36548,0.551463,0.944862,2.39861,0.84173
PB.8770.15,0.0,0.7363,1.40037,3.54261,1.39271,0.0
PB.12127.3,1.1744,0.0,1.08266,0.602693,0.0,0.0
PB.4393.6,2.96023,5.08703,2.6754,3.17802,5.14333,3.25524
PB.170.13,0.0,3.88619,6.1594,1.5817,1.26566,0.0
PB.966.16,2.56356,2.89269,0.0,0.552881,0.0,0.0
PB.6686.3,1.46412,4.25476,1.38162,2.97599,0.831926,1.51833
PB.1906.2,5.93199,0.564204,0.911437,1.01475,3.39801,2.78236
PB.4036.1,1.64796,6.58314,0.0,10.1487,5.664,3.47836
PB.8134.5,0.0,0.0,1.45946,1.62693,0.468354,0.0
PB.1775.10,6.09146,2.61323,7.31869,13.8527,18.2914,8.49326
PB.11477.4,0.0,0.0,4.22452,3.20333,5.06114,0.0
PB.4405.1,1.71711,0.0,1.58298,1.32181,0.0,1.2081
PB.1208.1,8.49578,4.84831,6.26572,6.10398,4.86662,4.78187
PB.4341.1,0.0,0.264626,0.0,0.713918,0.265625,0.652499
PB.4675.8,0.0,4.94983,7.68783,0.296752,0.66247,3.75645
PB.8626.1,162.087,206.056,190.212,215.555,259.598,181.457
PB.6376.6,0.0,4.05678,5.43595,7.50651,4.84839,4.39486
PB.6335.32,6.40989,1.9756,3.01447,0.822379,0.0,6.76467
PB.406.3,0.816883,0.0,0.753075,0.421043,0.0,0.0
PB.5373.4,0.0,0.0,1.52949,1.61746,0.772504,0.0
PB.207.1,8.83117,12.571,7.64453,14.4155,8.0304,11.3798
PB.1446.5,0.942162,1.07533,0.868568,0.483512,0.0,0.0
PB.4348.1,10.569,6.78538,9.74345,15.135,12.8652,4.6475
PB.2850.5,9.17149,15.7226,4.25402,63.0222,42.5673,21.7511
PB.2710.13,1.5104,0.0,2.95249,0.746981,0.0,2.21006
PB.6442.3,1.4511,1.7976,0.0,0.369036,0.643298,0.496903
PB.3156.6,1.45687,0.0,0.0,2.21708,1.04847,1.6335
PB.7983.6,3.43111,2.93706,1.58155,2.64124,1.96543,0.0
PB.8176.20,0.0,1.0519,0.0,0.464873,0.521002,1.29212
PB.3144.1,37.3824,40.3923,42.4475,50.2566,39.0498,53.6311
PB.4836.6,7.15834,23.4026,10.9329,20.4067,22.7135,12.6021
PB.154.4,22.1422,16.1116,29.1581,54.9866,45.0511,20.4803
PB.655.1,1.06811,0.0,0.984681,2.74075,6.11845,3.75744
PB.5046.1,0.0,3.93834,2.3723,0.0,0.68119,1.73536
PB.6639.1,391.857,306.503,419.351,489.387,467.769,348.959
PB.3852.3,1.847,3.16235,1.70273,3.06318,2.11603,1.2995
PB.3090.4,4.2556,8.46513,2.37862,4.37027,3.79405,4.32571
PB.4356.9,0.0,0.6867,1.0798,0.62257,0.727907,0.0
PB.8823.18,1.46166,0.278043,0.0,1.01567,0.837305,0.342791
PB.7034.26,1.18217,1.64387,4.24481,1.2891,1.29049,0.593255
PB.1974.5,6.39606,4.7501,9.44429,10.895,7.11329,4.4884
PB.4185.1,49.4676,57.5454,70.1593,110.334,113.346,49.5284
PB.9377.1,15.9134,8.364,10.4717,5.09428,7.9958,13.339
PB.2888.4,1.56528,2.66987,0.0,3.2948,3.0572,2.15141
PB.8638.2,1.41723,1.61755,1.30653,0.0,0.0,0.997117
PB.877.2,4.05173,2.37079,0.0,2.11263,0.0,5.8847
PB.1227.5,0.717012,0.0,1.98301,2.57524,0.821449,1.5134
PB.6226.6,0.0,0.829674,0.0,1.75628,0.744938,0.0
PB.264.1,1.49312,0.0,1.37649,2.29878,5.13179,0.0
PB.6635.4,0.0,1.42387,2.30018,2.56096,2.8585,0.0
PB.3856.2,0.0,0.0,3.30098,1.40794,2.27143,0.0
PB.3664.6,2.24147,0.637254,5.43642,0.0,0.0,1.27525
PB.9691.15,0.0,0.764585,4.94057,2.7503,0.767472,0.0
PB.2413.3,0.0,0.984363,3.18036,0.885217,0.98808,0.0
PB.8104.2,0.0,1.18138,1.90845,2.12478,2.37168,0.0
PB.11435.2,0.0,3.42517,2.8222,1.58882,2.25368,4.00018
PB.69.4,1.72701,0.984507,0.0,0.886292,0.98928,1.21507
PB.5249.1,7.19642,0.513351,3.31715,9.21478,10.8211,3.79737
PB.9715.3,0.642225,1.01308,0.0,2.6199,4.00135,0.851992
PB.6199.2,0.0,1.83777,0.742204,0.826337,0.0,0.566435
PB.7432.8,0.0,0.0,0.968591,1.02745,1.16763,2.62531
PB.1511.1,1.79343,6.15163,0.0,7.83134,10.2905,2.02021
PB.1235.4,0.713576,0.406665,0.652977,0.0,0.0,0.957083
PB.2087.14,1.11959,0.0,1.12809,0.877518,1.16956,0.0
PB.2635.5,0.0,0.423399,1.41508,0.380731,0.424972,0.0
PB.651.1,251.116,307.941,257.697,326.59,318.315,257.714
PB.135.7,2.9286,5.94793,2.05257,4.72272,7.0944,0.0
PB.2000.1,341.971,564.68,307.724,469.786,382.931,507.791
PB.4732.7,0.0,2.14806,4.62674,0.643901,0.718723,0.882759
PB.8142.2,1.11835,0.745745,0.0,2.91147,2.45796,2.16847
PB.9924.24,8.85966,0.903494,16.5897,16.6866,20.6824,10.633
PB.5678.2,2.17961,7.46305,0.0,0.0,2.49708,1.5335
PB.6330.7,1.28822,0.0,2.32259,1.31396,3.78485,0.886277
PB.3156.27,4.84111,4.69376,2.03587,0.566663,0.632509,1.55374
PB.6726.12,3.75896,2.05887,5.38588,0.0,0.0,0.0
PB.425.1,0.931059,2.65125,3.43333,0.952718,0.533337,1.31012
PB.151.1,210.165,564.23,256.461,486.571,338.589,447.795
PB.1233.2,9.09128,1.23862,2.00092,2.78524,1.2433,4.58118
PB.6579.5,0.0,2.25874,0.751221,0.453707,1.24838,1.16095
PB.5059.7,0.870642,0.993703,3.21054,0.0,0.0,1.22511
PB.5768.3,0.0,0.728879,1.17746,1.31093,0.0,1.79723
PB.1722.1,0.0,0.804769,0.0,0.601425,1.19586,0.0
PB.2946.6,5.17946,6.5031,10.3947,8.25629,9.53789,4.78297
PB.10464.6,0.0,1.75356,0.944258,4.33244,3.50587,0.802094
PB.4424.6,2.45931,0.955383,4.8037,5.42012,3.26984,0.861079
PB.5618.2,0.0,7.63431,1.17655,1.19272,1.40548,4.43287
PB.1027.1,0.0,1.46433,1.77416,0.329211,0.0,0.0
PB.8466.7,7.4039,5.15814,1.96127,2.78488,1.56404,2.99215
PB.5819.9,1.22709,2.1008,0.0,0.0,1.40582,3.45335
PB.9915.10,2.92632,1.66997,0.0,0.500591,0.0,0.0
PB.2087.15,0.0,5.0876,5.32816,26.1756,21.8196,11.4428
PB.4098.1,1.11896,1.91567,0.0,0.574242,0.0,1.57452
PB.160.2,1.53585,0.876466,2.86537,0.0,0.0,0.0
PB.5143.6,1.84458,1.17373,1.93205,3.01722,0.0,1.98883
PB.2986.3,4.85154,4.44901,0.0,10.1202,9.72403,3.2937
PB.9605.3,0.0,1.09307,0.882897,0.0,0.555026,0.0
PB.387.2,0.0,0.683565,3.63352,0.544972,2.07561,2.95928
PB.11111.2,1.23426,0.70168,1.1248,0.0,0.0,2.63134
PB.614.9,2.02056,2.40127,7.99921,2.12478,3.9528,6.00831
PB.4601.3,6.78607,3.8692,3.77969,11.7856,5.7994,2.87118
PB.1718.2,0.0,0.0,2.94961,1.63982,1.83278,0.0
PB.1885.10,2.48279,35.7181,0.0,0.404837,0.0,0.58131
PB.53.2,6.27895,0.0,5.78853,0.0,2.39786,1.47256
PB.4917.9,3.4929,2.65774,2.14671,0.597513,1.33389,0.819162
PB.2953.1,0.0,0.772591,1.43456,0.0,1.65049,0.0
PB.4191.2,5.14091,7.31875,5.40294,7.64568,12.8027,7.52336
PB.8262.4,162.203,162.943,131.416,176.936,208.902,111.956
PB.5409.2,3.41807,0.0,4.94712,1.00578,1.1998,1.49049
PB.3992.6,0.728396,1.24703,2.0145,0.373809,0.0,0.0
PB.8905.12,8.69565,1.29016,0.0,1.11213,1.29451,1.02495
PB.79.5,1.29644,0.0,1.19517,0.665325,0.0,0.0
PB.2088.6,5.49176,3.04077,4.7293,20.1384,5.1861,5.02265
PB.6419.12,0.0,0.897785,1.66621,1.96352,0.353142,1.1043
PB.1037.4,20.7842,14.6198,0.0,4.62039,7.81671,0.0
PB.5151.1,1.05465,3.0093,1.94453,2.7062,1.20826,0.742015
PB.1472.5,6.10835,4.51161,2.60294,6.6654,7.43993,6.75415
PB.2001.2,1.99047,1.70386,0.917497,0.51075,0.570099,0.700215
PB.26.1,1.46355,0.839262,1.36532,1.4918,0.0,0.0
PB.3320.2,0.0,0.595978,2.04058,0.537544,0.0,0.0
PB.186.3,11.8367,7.52414,8.55154,19.7838,17.2799,5.61616
PB.54.1,3.16219,0.451144,2.18639,0.405704,0.905694,2.22481
PB.9436.2,2.35462,0.0,1.62803,0.906285,0.514791,1.65663
PB.5043.4,1.39138,0.0,1.32057,0.0,0.75578,0.889285
PB.7618.7,1.46565,1.17539,0.923612,0.0,0.0,0.665901
PB.3341.8,0.0,4.18771,0.0,6.0549,2.64813,3.81504
PB.1986.72,0.0,6.74849,0.0,3.82057,1.43616,0.915026
PB.4519.6,49.6752,19.1407,33.2871,23.6938,19.3212,19.1673
PB.3102.1,12.7811,11.9426,14.5305,13.1166,9.47607,12.2434
PB.5847.7,1.41663,3.56232,2.79702,3.8926,0.0,6.40388
PB.55.6,0.0,1.59382,3.11354,1.16694,0.0,0.0
PB.6441.7,1.73518,6.0237,1.79325,3.85897,2.96524,0.0
PB.3525.3,5.40416,1.028,0.830337,12.018,12.3826,0.633697
PB.11682.3,0.0,1.60794,0.0,3.16029,0.476336,0.0
PB.4562.3,0.0,28.2027,16.1198,15.0971,11.594,17.8254
PB.8137.1,0.0,6.41667,3.35319,1.14851,0.685647,0.880437
PB.903.3,0.0,0.462718,0.857796,0.0,0.530475,0.0
PB.443.3,0.0,0.606019,0.987094,1.09727,0.0,0.0
PB.3717.1,0.0,0.640321,1.0344,1.15166,0.0,2.3683
PB.318.3,2.92294,3.33355,1.88899,4.13556,4.58541,4.62417
PB.4012.2,2.59951,6.12099,7.20348,0.0,0.842802,0.0
PB.14.7,0.0,0.898373,0.966257,0.0,0.613344,1.37044
PB.1052.32,42.2095,23.7171,47.5942,27.5118,33.5751,31.1127
PB.903.8,0.0,2.11387,0.0,0.963483,2.61443,1.3057
PB.1150.7,0.0,0.35939,0.0,0.347545,0.401526,0.959727
PB.1370.2,0.0,0.771851,0.640618,0.332247,0.73079,0.45151
PB.521.31,0.0,0.905507,1.35065,1.04913,3.91718,0.0
PB.2242.17,0.0,5.58502,21.5189,5.37803,6.15487,3.34297
PB.10025.3,16.8315,18.7165,19.8819,46.8404,50.9672,12.9166
PB.228.1,0.0,1.88746,6.09815,4.24338,4.73646,2.32699
PB.7408.1,8.60631,4.45838,9.2564,9.9376,13.866,7.06429
PB.6888.2,0.0,0.910926,1.95049,0.0,1.99328,0.0
PB.2703.3,0.0,0.674419,0.0,1.82036,0.693823,2.60535
PB.8903.1,0.0,0.607036,1.96126,0.545895,0.0,1.49679
PB.420.2,0.0,1.63397,4.209,2.34306,1.30766,1.60611
PB.2074.17,0.0,2.17281,0.0,2.62835,0.908023,0.0
PB.2208.6,1.2577,0.0,2.34807,0.0,0.709995,0.882001
PB.7952.1,8.87546,0.0,4.62602,1.33629,5.45474,2.72151
PB.3667.9,0.0,0.0,2.37863,0.264826,1.1824,0.363065
PB.7305.3,1.88447,3.19011,1.69471,0.0,0.0,2.57861
PB.3904.28,5.16101,1.44452,2.33623,0.0,0.0,0.0
PB.2405.4,4.26445,3.6648,1.96567,1.09525,2.4496,0.0
PB.18.1,10.6932,1.52558,2.46448,2.74384,1.53134,1.88084
PB.9243.9,0.0,0.671582,0.0,0.585121,0.674118,1.65595
PB.7438.2,0.0,0.659307,1.06507,0.592901,0.661797,0.0
PB.3606.3,0.0,1.61113,1.32526,0.0,4.23444,0.993158
PB.7788.2,1.74298,1.7595,1.41792,3.20502,4.40522,0.378274
PB.8720.13,0.0,3.03472,6.66425,13.2784,16.8394,3.49465
PB.251.14,3.16395,1.80558,1.4584,7.30674,7.24958,4.45209
PB.2912.6,0.82965,4.48713,1.48788,10.3659,0.50127,2.30829
PB.7120.3,0.901263,0.514326,1.66173,1.85009,3.09761,1.2682
PB.5929.2,9.01018,3.57456,7.34028,2.1153,0.0,5.19362
PB.9309.6,6.37039,1.95917,3.12717,3.42762,3.77099,3.6801
PB.7558.3,13.4788,8.75965,14.1474,19.2231,24.1278,7.2115
PB.870.12,1.58373,2.71138,0.0,0.812764,0.0,0.0
PB.6140.1,23.0427,24.3957,19.6816,21.7803,26.0433,27.3938
PB.1461.3,1.35483,0.770183,0.0,0.0,0.771322,2.88562
PB.751.5,0.0,2.73115,1.6528,0.609354,3.04594,0.0
PB.493.4,0.0,11.7449,0.0,24.924,22.5133,0.0
PB.5239.3,3.57935,0.0,1.22241,0.6123,0.0,0.0
PB.4122.1,1.24985,0.662124,0.0,1.25191,0.0,0.0
PB.3985.2,169.629,247.909,209.776,405.538,359.048,371.134
PB.2364.2,2.87675,6.15631,2.65204,4.05991,4.53168,5.05996
PB.4722.2,16.7387,29.6191,14.3499,33.7393,46.2298,16.8088
PB.3527.2,5.05001,7.28348,3.85032,16.6089,12.3903,7.47651
PB.10718.7,0.0,0.0,3.16883,0.961701,0.492249,0.625342
PB.10222.7,1.77552,0.0,1.63683,0.911188,2.03414,0.0
PB.1391.2,1.13867,2.01936,0.0,0.584361,0.0,0.0
PB.7524.3,0.0,1.01176,2.67881,0.0,1.75658,0.0
PB.1260.2,0.0,0.0,1.46022,1.58481,0.396917,0.0
PB.1867.2,3.39426,5.5689,10.4168,12.0239,13.1881,5.56791
PB.4258.5,3.77741,3.59277,16.2509,0.646196,2.88507,3.55838
PB.206.3,2.79959,4.2803,0.0,4.47211,3.65957,2.13292
PB.72.3,1.27541,0.838462,0.0,1.61565,1.31939,1.43559
PB.1297.3,3.22368,1.88132,2.13012,0.538843,0.639002,1.3951
PB.288.11,0.0,2.08754,1.06284,1.30739,2.4774,1.87064
PB.9398.2,0.0,0.652155,1.05352,0.0,0.654618,0.804023
PB.1052.27,2.38125,0.0,2.11317,1.12273,1.27211,0.0
PB.4886.2,0.0,2.45109,2.7892,0.0,1.18652,0.0
PB.7045.2,11.8941,7.7573,9.39859,1.74399,0.973324,4.78187
PB.8385.1,25.0962,27.5764,21.7587,18.5802,17.0046,28.0064
PB.433.5,1.41477,2.01842,1.30425,0.363025,0.810417,2.98614
PB.3747.3,0.0,0.92333,1.49158,2.491,0.0,0.0
PB.521.22,0.0,2.04319,0.7502,0.0,0.46038,0.0
PB.1009.1,0.0,7.71232,11.0744,4.27511,3.20339,9.35975
PB.116.15,2.14833,1.22596,0.0,1.10251,0.0,0.0
PB.4261.2,0.0,2.46971,10.9717,0.0,1.86354,6.36637
PB.5431.1,0.0,1.31277,0.0,3.96048,5.22881,6.54575
PB.2289.3,0.0,1.1196,0.0,0.973149,1.49669,0.0
PB.3296.5,17.9589,21.0251,24.0948,15.4874,24.7004,11.7812
PB.551.2,0.0,3.50208,1.74232,0.0,0.585884,1.81642
PB.878.3,1.67683,6.27794,8.2598,23.1794,24.935,10.3139
PB.4339.3,76.3909,54.9109,71.425,83.0116,94.0868,54.4816
PB.9331.1,18.1507,25.1313,29.1384,30.5527,40.1985,20.5129
PB.2385.2,5.11989,0.0,3.74956,1.26295,0.0,2.37024
PB.813.2,0.0,0.699695,0.0,1.25838,0.702303,0.0
PB.779.1,40.7615,13.8384,29.5869,28.9359,41.2523,11.0011
PB.2097.1,1.00835,0.508207,1.64204,0.523844,1.36618,3.75932
PB.48.3,0.0,2.4131,6.17142,3.52034,7.20979,0.0
PB.1331.2,0.0,0.271304,0.438276,0.0,0.272329,0.0
PB.4325.3,8.35499,6.88363,6.15839,0.0,0.868983,4.09699
PB.9673.5,3.10385,1.1383,2.03034,0.52032,2.17368,0.71792
PB.1661.5,1.32512,0.74562,0.0,0.0,1.50354,1.83851
PB.1480.4,0.0,0.937438,1.62921,1.62516,1.46339,0.0
PB.3905.7,1.20091,0.0,0.0,1.18855,2.01141,0.0
PB.4606.3,6.22404,0.844038,0.0,2.44983,1.42139,0.0
PB.8230.16,5.46586,4.97654,0.0,3.527,5.94504,3.66903
PB.4743.1,7.8692,12.779,14.6799,6.08219,8.48763,8.0138
PB.8057.1,20.3574,41.7514,19.3812,26.1346,25.9235,26.8631
PB.3349.1,0.0,1.48782,0.0,0.668984,1.49344,0.0
PB.10405.1,2.18295,1.24575,2.01244,3.36084,2.50091,3.0717
PB.2308.1,0.0,0.396099,0.0,0.356204,0.397595,0.488339
PB.4352.33,0.0,0.834664,0.0,1.49792,0.83599,0.0
PB.3767.1,3.2972,6.27208,7.09252,6.76842,4.40704,5.41287
PB.706.7,3.40778,1.17019,0.946402,6.45868,2.40204,0.0
PB.10550.12,1.68506,0.96162,0.0,0.864765,0.965251,0.0
PB.2986.4,26.4732,61.0651,42.9691,65.4862,68.916,35.5776
PB.8475.7,2.42135,1.36347,1.14239,0.0,0.684452,0.0
PB.6182.3,12.6658,5.87162,22.1815,0.0,2.55073,10.1324
PB.978.27,6.73555,9.23962,11.7809,10.022,16.0187,0.0
PB.4714.30,0.959321,1.64237,1.76877,1.96927,1.09905,2.7222
PB.4008.1,4.85722,7.1527,10.7467,5.39852,7.51234,7.10801
PB.6659.3,0.0,6.21116,0.0,3.90631,6.29086,1.00082
PB.9877.1,27.7616,38.9987,24.8366,51.9608,43.1033,34.3462
PB.91.5,0.0,0.531326,0.0,0.806087,0.593271,0.0
PB.6335.34,4.19155,1.9136,4.63697,0.0,0.0,2.35923
PB.1984.2,1.19512,1.3674,1.10177,12.2478,7.14394,3.36338
PB.8627.1,1.01046,2.81386,0.463042,3.63509,1.28845,1.6178
PB.6335.7,1.58455,0.411576,0.683781,0.0,0.0,0.0
PB.3147.9,0.0,1.51461,2.53416,1.07719,3.4429,0.851505
PB.902.1,48.8168,40.3028,34.129,64.7647,64.8623,39.0526
PB.2004.1,3.60863,2.52608,0.0,1.15041,1.73074,1.1692
PB.2604.6,0.0,2.65138,0.0,0.738934,0.82397,0.991236
PB.8293.13,1.03154,0.0,0.0,0.680913,0.604561,0.743201
PB.1689.2,1.12293,2.6911,3.10565,3.58233,6.43247,1.58011
PB.5472.1,0.0,0.71765,0.0,1.19083,0.967192,0.848114
PB.603.5,0.0,0.0,0.820227,2.16213,2.21341,0.0
PB.12097.2,0.0,0.76784,0.0,1.38101,1.54148,0.946648
PB.5524.3,2.15821,13.8874,21.6926,50.0592,60.6897,18.974
PB.2208.2,38.6591,35.8416,32.2633,50.3807,53.5203,28.1073
PB.1938.15,0.0,5.94584,2.40129,12.1096,17.1658,3.66536
PB.6311.4,2.34703,3.29465,4.95899,8.43486,6.43123,0.0
PB.532.1,56.5683,57.4146,46.4279,20.7243,24.8638,23.7071
PB.251.2,1.47837,8.0768,4.06354,10.2344,5.49062,0.0
PB.6451.1,2.07391,2.97952,0.0,1.52531,0.0,2.23735
PB.9917.4,7.4893,4.74011,8.65096,0.0,18.3161,16.128
PB.5555.1,15.7576,14.5353,9.03083,33.6822,24.5207,29.5261
PB.3890.4,16.0572,10.8606,6.82554,8.03431,1.51309,0.0
PB.355.2,2.68923,11.0452,5.48923,13.337,20.4745,8.46628
PB.4749.10,10.5772,10.0147,6.80017,15.0526,16.6067,7.07598
PB.4133.4,0.855455,0.488186,0.0,0.439028,0.490028,0.0
PB.2561.2,2.42967,2.55922,1.28218,1.2042,0.601324,1.12098
PB.6902.18,5.1956,6.46849,3.75479,2.11179,1.17364,2.92951
PB.6755.2,1.97924,6.33111,1.79486,3.01391,3.44309,1.38138
PB.1781.9,0.0,4.0324,9.10665,3.30131,12.9851,0.0
PB.7343.2,1.40438,1.60074,0.647618,1.07843,2.271,2.47124
PB.1918.1,116.744,160.529,139.666,153.999,144.239,139.667
PB.1148.2,2.59842,2.37763,0.0,4.34108,4.76732,3.38526
PB.9214.6,2.87282,0.719156,1.16357,0.0,0.0,0.0
PB.4005.1,3.37377,4.04069,4.36009,2.12482,0.0,2.66485
PB.7876.4,0.0,4.06049,0.0,1.176,2.13822,2.45834
PB.3541.6,0.0,0.991592,1.66884,0.255867,0.0,0.701565
PB.2290.3,0.0,0.506898,0.537778,0.308914,0.0,0.0
PB.537.1,2.39426,2.04951,1.10362,1.77113,2.05725,0.842262
PB.94.2,34.7339,26.5797,23.567,116.493,131.31,34.2277
PB.10574.5,1.81755,0.912317,0.0,0.822843,0.0,0.0
PB.1228.1,0.636328,0.72627,0.586623,0.32656,1.82253,1.3431
PB.440.8,0.980823,0.0,0.0,1.00671,2.80921,0.0
PB.3764.2,0.0,1.57288,0.0,1.41446,1.57882,0.0
PB.72.2,1.06816,1.78483,0.922906,0.703535,1.12664,0.0
PB.11137.3,1.53594,0.914997,0.0,0.0,0.894694,0.0
PB.3823.13,3.40341,0.0,1.42718,0.0,0.541019,0.0
PB.6277.8,0.0,1.46632,0.0,1.31863,1.47186,0.0
PB.7934.4,3.28451,0.0,3.02795,2.52839,3.19566,1.16509
PB.10597.2,0.0,4.393,0.0,10.864,5.16331,9.47801
PB.10030.3,7.48808,2.94865,1.73514,3.68071,3.225,2.42257
PB.4284.7,4.58385,0.828691,0.0,0.740255,1.31829,1.01858
PB.7499.5,0.0,1.91149,0.0,0.751173,0.863773,0.0
PB.2436.9,0.0,0.432157,0.0,0.789022,0.875963,0.0
PB.1904.7,0.0,9.54698,1.8311,3.77958,6.29495,7.95344
PB.2239.7,1.99725,4.33242,3.12647,8.09483,7.51414,2.22156
PB.8321.10,1.78668,0.0,0.0,1.83308,1.02346,1.28973
PB.8227.11,1.83984,2.09989,1.69612,2.84893,1.07544,0.0
PB.1073.2,3.93888,4.41789,6.83624,3.37215,7.07323,5.66598
PB.499.1,0.0,0.721749,1.16594,0.649054,0.0,0.0
PB.1381.11,56.0627,53.1212,72.1618,52.6564,45.4447,52.8398
PB.3511.19,1.55655,1.77479,2.58743,0.0,0.0,0.0
PB.6804.1,0.0,0.0,2.5409,4.24338,0.789411,4.8479
PB.9239.2,17.0198,78.3357,57.575,96.9548,85.0658,124.541
PB.1148.1,29.2471,19.7138,24.4864,24.4235,33.8135,17.4614
PB.4317.2,7.0615,10.9193,4.62925,11.8251,8.1647,8.06335
PB.4676.11,27.4163,5.42688,25.6041,9.43689,5.61939,7.58596
PB.1966.1,0.0,0.444473,0.0,0.399705,0.446151,1.64393
PB.4625.7,0.858707,0.452614,0.870965,0.0,0.629349,0.0
PB.2331.4,0.0,1.7651,1.33991,3.72933,5.82748,3.06778
PB.2291.3,0.0,12.9307,4.9154,1.43886,0.599469,3.94529
PB.4913.1,0.0,0.0,4.77578,5.13775,3.18854,0.652712
PB.620.4,44.3268,69.9322,56.1884,82.2889,84.2207,60.6478
PB.725.3,8.67648,14.8839,7.71667,3.57091,7.56549,11.7663
PB.378.10,3.66163,0.0,0.0,1.24073,0.712706,2.69905
PB.11572.2,4.35588,4.23647,2.67709,2.23541,0.831722,7.15084
PB.165.2,1.14693,4.32866,1.05734,0.588598,1.31399,4.39432
PB.1985.5,5.09321,2.6896,1.44293,7.57768,3.70613,2.23818
PB.456.1,2.68086,0.0,0.823967,0.944982,0.0,0.0
PB.96.1,3.37474,3.27021,4.16526,0.476359,2.91106,2.01574
PB.2207.6,14.4636,1.17739,4.28013,6.61135,5.75379,3.70847
PB.207.6,1.39294,0.0,3.85241,0.0,0.797916,0.0
PB.9002.2,2.28237,9.01232,5.58563,5.7959,1.98703,1.68454
PB.12005.1,12.5915,7.59472,13.3725,0.0,3.73997,17.3796
PB.1822.2,0.0,10.3476,4.61851,4.65643,14.2446,7.30079
PB.8065.2,5.1158,5.25321,2.09609,9.11688,12.0913,6.79869
PB.8038.4,1.38213,0.434151,0.0,1.14088,0.416129,0.0
PB.389.2,25.877,15.6586,27.4689,19.6291,30.2652,6.38322
PB.926.10,2.68059,1.44231,1.81156,0.0,0.0,0.906179
PB.4270.1,0.0,0.680023,4.39387,1.22306,0.0,0.0
PB.3905.3,3.11212,2.15659,1.188,4.37038,2.87975,5.80016
PB.225.3,6.33455,3.42031,10.6277,4.40268,2.38249,3.16305
PB.4646.11,0.0,2.21993,1.18025,0.0,0.891326,12.0423
PB.10070.3,0.0,1.84456,0.0,0.829388,0.925764,0.0
PB.10689.149,115.154,63.2889,177.334,3.84644,0.0,62.7582
PB.10596.1,0.0,1.22785,0.0,1.10418,3.60236,1.51378
PB.7797.1,46.0684,52.7233,60.2577,40.356,42.2277,45.9454
PB.2508.3,6.88374,4.48402,7.57443,0.0,0.0,8.65628
PB.338.7,0.0,1.84247,2.9764,2.48534,0.924713,0.0
PB.222.1,10.7281,25.9262,13.1873,23.9727,19.8946,16.0146
PB.413.6,7.8328,21.0461,20.5879,28.9173,40.8299,13.6833
PB.10978.3,3.12459,2.75949,3.37114,5.97748,5.70662,7.18095
PB.3591.2,0.0,2.59936,0.0,2.10639,1.97637,5.13489
PB.1773.8,4.13511,9.38651,4.58376,6.28359,4.0181,5.16001
