Name,PE_14,PE_8,PE_9,PN_16,PN_17,PN_9
PB.12136.3,1.30969,1.49797,0.0,8.79886,8.25728,0.928001
PB.12134.3,0.0,0.618961,0.700188,0.0,0.435072,1.06874
PB.12135.1,4.94246,3.52566,4.5564,0.0,1.41559,1.73867
PB.12134.2,3.91539,1.30831,2.06652,1.01498,1.13227,0.0
PB.12134.1,4.11435,2.34795,2.53282,4.22292,7.81556,0.0
PB.12133.1,0.0,6.23877,0.0,9.18065,1.13861,0.0
PB.12132.2,1.2499,0.848218,1.30135,0.641374,0.0,0.0
PB.12130.2,1.80826,0.0,0.0,1.85597,3.11409,1.27223
PB.12130.1,2.69015,0.511732,1.88866,2.30095,7.70168,1.2618
PB.12128.10,2.86252,3.81164,7.91676,2.44838,3.82603,9.39852
PB.12128.9,0.0,0.0,0.744972,3.2424,1.76797,0.0
PB.12128.8,3.01632,4.30333,6.84506,5.41785,3.55889,4.24436
PB.12128.5,0.0,0.758511,0.0,0.682114,0.91933,0.0
PB.12128.3,0.0,0.596425,0.97511,1.20732,1.08409,0.0
PB.12128.1,0.0,0.0,3.19158,1.06601,1.58651,1.9486
PB.12127.1,5.74026,0.0,3.88976,7.19643,3.39328,2.01939
PB.12126.3,5.19457,2.67498,4.32172,1.2034,1.34268,2.47369
PB.12126.2,115.008,37.5039,81.4114,84.3168,41.1748,26.0086
PB.12124.1,7.34984,2.09718,0.0,0.942974,3.15764,7.75664
PB.12122.2,0.461601,0.0,0.425545,0.236891,1.05767,0.324767
PB.12123.1,3.99948,4.12106,11.0723,0.820992,0.458196,6.96175
PB.12122.1,55.548,46.5228,35.0641,8.75699,7.48048,34.1693
PB.12121.1,1.58155,0.592296,3.92369,0.0,0.0,3.04465
PB.12120.1,86.0487,60.018,66.106,9.81327,5.47679,30.2705
PB.12117.1,25.7275,243.973,175.831,346.188,278.117,153.84
PB.12116.1,0.0,396.666,180.977,573.773,557.313,399.61
PB.12113.2,2.78418,0.773327,1.24926,0.695438,0.0,2.86024
PB.12113.1,38.0406,24.2645,7.46368,7.52435,0.0,21.6626
PB.12112.1,0.0,2518.3,253.393,369.791,298.297,284.204
PB.12111.1,0.0,11.4311,3.95705,0.0,1.63918,3.01994
PB.12110.1,3.43525,37.2477,28.5022,3.5259,7.87123,24.1692
PB.12106.1,6.38113,3.64154,7.35335,5.73083,3.65529,3.36716
PB.12105.1,0.0,0.70452,1.13811,0.633561,0.707181,0.0
PB.12104.2,0.0,1.87936,1.56919,7.66358,8.46168,4.61907
PB.12103.1,2.1688,4.33187,0.0,1.66953,4.96941,0.762952
PB.12102.1,1.91994,0.0,0.884983,0.0,0.549897,0.0
PB.12101.1,0.0,0.356829,1.72931,0.0,0.716353,0.439924
PB.12099.4,5.58908,10.1586,1.9547,2.89149,5.93706,6.00535
PB.12099.3,1.57056,2.53578,2.45336,0.0,0.743185,0.0
PB.12099.2,40.318,46.4971,18.0264,33.2898,37.2987,31.6617
PB.12098.1,0.0,0.922019,0.744733,0.414576,0.0,1.13673
PB.12097.3,1.56457,1.78579,4.0528,0.0,0.0,2.20155
PB.12097.1,0.0,1.09063,0.58728,0.326926,0.0,1.3446
PB.12095.1,5.42615,0.0,4.00184,1.6708,0.0,3.81765
PB.12094.4,1.5094,9.81206,8.98095,0.7185,2.35613,15.838
PB.12094.3,9.50346,19.5241,37.6728,30.7259,19.5979,43.195
PB.12094.1,17.7219,68.2291,25.1087,28.8036,21.4106,112.306
PB.12092.2,0.0,7.28625,3.30474,4.36825,2.43792,2.99433
PB.12092.1,2.61553,5.97044,2.98162,6.71137,0.749124,3.68039
PB.12091.1,0.0,12.9274,1.82754,1.68424,5.83842,0.0
PB.12090.1,0.0,1.48919,9.62277,1.3392,0.0,0.0
PB.12089.2,0.0,0.0,3.92677,4.04822,3.35202,3.20088
PB.12088.4,0.0,0.37899,0.697307,0.412832,0.760842,0.467298
PB.12088.3,1.23229,3.67286,0.923637,1.02834,0.573915,1.55574
PB.12088.1,2.38935,3.33302,5.86484,1.04455,2.88945,4.68534
PB.12087.1,4.14332,2.36448,1.90984,3.18949,3.56011,0.0
PB.12085.1,11.769,13.079,17.7022,22.8877,30.5147,16.1248
PB.12083.1,4.07359,0.0,2.81655,2.09055,2.91683,2.86604
PB.12082.1,0.0,0.47939,0.774426,0.0,0.4812,0.591026
PB.12081.1,2.62397,0.495532,4.03168,0.897739,0.501028,0.615379
PB.12079.1,8.72305,10.7219,6.8045,9.64196,12.2998,8.49772
PB.12076.3,2.5116,12.5632,8.76901,0.644639,2.15799,7.95614
PB.12076.1,1.65083,8.61451,3.04374,0.999845,0.945644,3.47676
PB.12073.2,45.6931,70.6349,92.3358,78.8204,87.6826,81.0825
PB.12072.3,0.640496,1.52415,1.4773,0.274126,1.86134,2.81997
PB.12071.1,0.874927,0.499297,0.0,0.686337,1.32171,0.0
PB.12070.1,22.8771,5.23189,11.2481,59.4427,51.5449,7.51126
PB.12067.5,1435.97,755.55,546.461,0.0,2218.36,254.907
PB.12067.2,421.707,343.541,726.881,3586.62,2953.68,958.304
PB.12067.1,3.89005,1.09201,6.02213,5.61398,1.64604,3.55026
PB.12066.1,4.5365,2.58886,12.5464,9.31243,0.0,3.19173
PB.12065.1,6.55804,8.50384,4.64724,40.0224,27.4325,20.0683
PB.12062.3,2.64964,4.68098,0.0,2.3152,2.79483,0.932098
PB.12061.1,0.0,0.604549,1.95323,0.543659,0.0,0.0
PB.12058.6,0.651078,2.44108,1.99996,2.0351,0.969327,2.12456
PB.12058.4,1.10611,5.59715,1.31148,4.84079,7.23723,5.14774
PB.12058.3,0.0,2.16424,0.0,2.87651,2.54291,1.3647
PB.12058.2,0.897986,5.64141,3.39608,3.99356,2.18293,2.92282
PB.12058.1,0.0,6.29613,4.21977,1.38371,2.94435,4.05525
PB.12057.2,0.858553,2.44977,1.58298,2.20302,3.44262,1.2081
PB.12056.4,5.11121,5.10445,18.8478,0.0,1.46392,5.39411
PB.12056.2,2.40739,1.07276,1.18496,0.0,0.0,0.0
PB.12055.76,0.0,1.95297,3.04214,2.81063,5.58112,2.43449
PB.12055.72,0.0,1.26401,1.73684,1.91297,3.20499,1.30992
PB.12055.71,0.0,3.9126,0.0,6.79872,2.64595,2.43222
PB.12055.69,1.98032,3.82746,6.95815,35.3622,29.9233,0.0
PB.12055.68,12.1773,0.0,16.7319,0.0,42.0547,28.8794
PB.12055.67,21.777,33.9089,19.9956,74.7656,57.1294,7.6778
PB.12055.65,16.5423,5.49581,8.91033,45.0516,29.6141,16.5535
PB.12055.63,2.20976,3.99083,1.85109,2.21878,4.66922,1.40867
PB.12055.59,5.62882,0.0,1.65881,4.65401,9.32605,5.10472
PB.12055.58,2.09419,6.19608,0.0,20.3001,4.62513,4.6784
PB.12055.56,1.81877,0.0,1.69733,1.73086,2.77047,1.34861
PB.12055.53,4.45458,2.30758,0.0,3.02576,1.63538,1.0945
PB.12055.52,0.0,1.01702,2.46144,6.59753,5.98297,1.11385
PB.12055.50,8.1522,2.18657,1.52144,6.14528,2.88363,0.0
PB.12054.13,0.0,0.0,1.97136,10.7146,2.45112,23.8741
PB.12055.48,3.75538,1.03412,0.0,0.614628,1.05572,1.28428
PB.12054.12,1837.55,772.666,1535.83,2420.57,3042.85,1138.18
PB.12055.46,12.0558,4.5485,20.0299,13.4456,24.9117,3.39976
PB.12055.45,5.48162,9.95188,0.0,6.01013,9.61766,0.0
PB.12055.44,11.0131,5.25294,9.1137,20.8435,13.9272,9.76383
PB.12054.8,242.676,36.4243,235.006,395.032,385.675,151.247
PB.12055.42,442.807,507.116,396.365,257.854,588.32,249.211
PB.12055.41,8.80873,15.4536,2.96582,3.16618,5.56748,0.0
PB.12054.6,2.5135,0.0,0.0,1.17732,5.76827,5.29175
PB.12055.38,22.2888,3.82193,2.21588,1.36144,4.56168,1.58115
PB.12055.37,5.52045,6.05332,3.03273,5.76527,10.4844,0.0
PB.12055.36,1.84475,3.20413,0.0,0.916906,0.0,1.28312
PB.12054.5,3.50932,0.904103,0.0,0.0,1.12525,1.033
PB.12055.32,6.33723,9.34194,1.4462,2.88936,4.23537,0.0
PB.12055.31,5.44405,6.86223,14.7737,2.39322,5.07754,2.728
PB.12055.30,82.7092,68.2609,54.2671,112.393,58.3208,9.25524
PB.12055.29,3.66784,23.2671,7.65472,14.6286,26.0946,0.0
PB.12055.28,22.4746,2.95433,0.0,1.98735,6.90663,0.0
PB.12055.27,41.5054,6.53096,9.02631,11.9176,15.1614,26.8486
PB.12055.25,717.119,160.35,288.303,207.245,246.892,301.195
PB.12055.23,0.995149,3.28174,0.908864,0.497337,1.22915,1.41802
PB.12055.22,145.634,69.4571,553.504,380.78,129.533,66.2108
PB.12055.20,1.42079,3.81826,4.22683,1.86494,1.77303,0.0
PB.12055.18,1.60586,0.966874,0.0,0.789152,0.893621,1.812
PB.12055.17,1.55523,1.36539,2.88393,0.0,0.0,0.0
PB.12055.16,2.10222,1.1926,2.37111,0.0,0.0,0.0
PB.12055.15,0.0,1.97782,0.0,0.859874,0.975517,2.47347
PB.12055.14,0.0,3.80848,6.86215,1.84023,8.39786,1.98872
PB.12055.13,4.16673,0.0,1.90097,0.0,4.47999,4.20702
PB.12055.8,4.68627,3.40399,11.1544,1.66867,1.4571,14.6584
PB.12055.6,3.00964,2.90338,2.66051,0.753009,0.846184,0.0
PB.12055.5,28.1743,2.6746,12.3424,23.4966,16.5744,6.46191
PB.12055.4,8.9191,0.0,0.0,5.45949,2.31753,3.6067
PB.12055.3,9526.81,8978.31,11348.9,12911.8,16802.9,6855.62
PB.12053.2,26.1914,0.0,0.0,56.4534,51.0108,0.0
PB.12051.2,5.077,0.0,0.0,6.51372,7.27061,0.0
PB.12051.1,1.04592,0.0,0.0,1.87867,1.97302,0.0
PB.12050.5,2.01444,0.0,0.0,1.0338,4.61571,0.0
PB.12050.3,2.88298,0.0,0.0,1.9442,1.24198,0.0
PB.12050.2,1.50318,0.0,0.0,1.17137,1.67107,0.0
PB.12050.1,0.640438,0.0,0.0,1.13437,2.12536,0.0
PB.12049.3,1.23187,0.0,0.0,0.632189,1.41201,0.0
PB.12049.2,4.49566,0.0,0.0,4.37389,4.7298,0.0
PB.12049.1,34.6136,0.0,0.0,36.9904,46.6129,0.0
PB.12048.4,5.04864,0.0,0.0,0.912223,0.814216,0.0
PB.12048.3,2.7977,0.0,0.0,2.49274,2.49006,0.0
PB.12048.2,0.682252,0.0,0.0,2.88739,1.9481,0.0
PB.12048.1,5.50375,0.0,0.0,8.44235,8.09837,0.0
PB.12046.1,1.56975,1.79163,2.89427,2.41676,1.79839,1.10442
PB.12045.1,5.29681,0.0,0.0,3.26195,3.03416,0.0
PB.12044.3,6.13706,0.0,0.0,1.59234,0.567388,0.0
PB.12043.1,3.22284,0.0,0.0,17.7208,17.1427,0.0
PB.12042.3,0.60288,0.0,0.0,0.763865,0.810307,0.0
PB.12042.2,4.24716,0.0,0.0,3.41044,4.38428,0.0
PB.12042.1,3.50007,0.0,0.0,6.87914,6.83266,0.0
PB.12041.1,0.919621,0.0,0.0,0.471944,1.05357,0.0
PB.12040.2,1.27437,6.41698,9.39859,13.734,8.75991,8.90819
PB.12040.1,0.0,0.510605,0.0,0.918354,2.56267,0.0
PB.12038.2,1.84978,0.0,1.98806,0.886366,1.21329,1.61263
PB.12038.1,9.66824,4.15782,13.9823,10.264,8.7118,4.4172
PB.12037.2,45.9026,66.4738,46.5306,69.0916,67.4876,46.4551
PB.12036.3,1.57846,1.80157,0.0,6.48046,4.06884,0.0
PB.12036.2,0.0,0.43922,0.0,0.397735,0.972253,1.15129
PB.12035.6,1.21125,0.0,3.31697,0.0,1.38139,0.854403
PB.12035.5,1.4969,0.929084,0.0,4.61977,2.54855,0.0
PB.12035.3,4.25516,5.92917,0.0,2.16261,2.38182,5.84819
PB.12035.2,6.93729,0.980159,3.2086,5.19636,0.983318,3.64365
PB.12034.2,0.0,1.21197,1.91066,1.10713,3.65112,0.0
PB.12033.2,2.17972,2.9091,0.636603,2.91286,0.861462,3.25612
PB.12031.1,4.32497,8.22714,2.65809,8.39181,1.96924,9.1287
PB.12030.1,0.0,1.04723,3.38349,0.976028,0.0,2.58221
PB.12029.3,16.1501,24.9975,19.1603,8.99791,20.5498,17.6106
PB.12029.1,36.2942,40.6571,37.3384,63.4076,58.5171,39.5336
PB.12028.2,4.22579,0.0,2.78185,0.776036,0.865701,3.19173
PB.12027.1,2.05519,7.03706,0.0,0.0,2.35454,0.0
PB.12026.2,0.0,4.03348,6.38392,2.1093,2.70043,3.57689
PB.12023.5,0.0,0.0,4.2987,0.797663,2.65613,0.0
PB.12024.5,1.46168,3.14994,2.73554,4.01223,8.03606,0.0
PB.12024.4,38.7774,76.1665,42.5503,42.0709,63.2854,53.9817
PB.12023.4,203.077,70.2309,109.08,93.2869,117.494,194.178
PB.12023.3,56.0721,58.1692,72.509,48.3959,59.8594,66.3485
PB.12023.2,0.0,3.55448,5.85614,4.26197,1.1893,0.0
PB.12023.1,0.0,0.690166,2.2381,0.0,0.688681,0.0
PB.12022.1,13.8886,15.8517,23.0467,29.9357,27.0497,42.9948
PB.12021.4,1.47187,1.09433,0.0,6.04284,3.79407,2.33871
PB.12021.3,4.24113,2.4203,0.0,1.6271,0.0,1.98928
PB.12021.1,2.89211,7.27875,7.93022,12.0561,20.0612,19.9399
PB.12019.1,7.33089,10.4589,4.50551,8.15138,6.9989,7.73665
PB.12018.1,7.1169,23.0147,17.496,38.9584,38.0497,16.6907
PB.12017.3,1.06651,0.0,0.0,1.09466,3.91389,0.0
PB.12017.2,0.734035,1.67558,2.70679,1.88351,1.09052,1.03288
PB.12017.1,15.4451,13.2267,0.0,9.2513,7.37594,9.05936
PB.12016.2,0.0,0.967927,0.0,0.931401,0.971583,0.0
PB.12014.1,2.41391,1.37755,0.741784,0.0,0.0,0.566114
PB.12013.1,114.429,60.6373,143.166,33.5569,42.1382,86.2592
PB.12012.2,2.1631,0.0,2.0109,5.58146,2.47809,3.04368
PB.12011.4,1.54586,0.0,1.42511,0.793328,0.885513,1.08762
PB.12011.3,2.56946,5.86527,4.7486,9.23041,7.36036,7.23112
PB.12011.2,936.496,1184.95,768.196,1168.19,1217.27,901.582
PB.12011.1,13.5328,20.9956,6.98558,11.162,8.3618,11.4562
PB.12010.4,19.163,12.0707,2.67572,0.0,0.0,8.74254
PB.12010.3,12.8822,5.34228,0.0,0.647615,0.722868,4.70004
PB.12010.1,6.7758,8.65266,0.0,0.0,0.923664,2.83701
PB.12009.1,15.8021,1.00198,21.0424,7.20851,5.02884,6.17659
PB.12008.4,1.36982,1.54736,3.79764,0.0,0.772168,0.0
PB.12008.2,1.33384,6.33143,4.91676,2.69011,6.04591,5.55021
PB.12007.3,0.0,0.0,5.78003,1.07254,2.39433,2.9408
PB.12007.2,6.11696,0.0,2.81972,0.0,1.75198,2.15184
PB.12006.6,1.0811,0.0,0.996657,1.66445,0.619287,0.0
PB.12006.5,2.47304,1.32843,0.0,0.64962,0.0,0.0
PB.12006.3,86.5451,37.9017,76.7433,8.01228,13.4419,48.0314
PB.12005.7,2.66453,0.760288,4.9128,0.0,0.0,2.81201
PB.12005.6,1.53419,1.75104,2.8287,0.787337,0.0,0.0
PB.12005.4,2.27672,2.1656,1.39926,0.0,0.0,1.1131
PB.12005.3,1.57407,1.28792,1.38704,0.0,0.0,0.0
PB.12004.3,1.92994,1.11792,5.42646,0.0,0.0,5.51486
PB.12004.2,7.71599,0.0,17.605,5.9178,2.20182,17.5764
PB.12004.1,3.75497,1.07143,1.73083,0.0,0.0,1.32093
PB.12003.2,13.8815,14.2292,21.6132,35.0535,25.4075,24.4405
PB.12003.1,1.92047,0.938932,0.0,0.383121,0.0,0.51413
PB.12002.2,3.23546,5.53486,1.50087,0.0,0.0,2.27529
PB.12001.2,3.23159,1.66386,3.46638,2.23419,0.0,6.32886
PB.12001.1,3.78321,2.34772,0.0,0.488836,2.56624,3.76566
PB.12000.1,3.79865,0.0,6.73026,0.0,1.44087,3.96628
PB.11999.1,6.56875,4.30246,1.90315,4.35552,0.965264,6.38297
PB.11997.1,0.0,0.739169,2.38816,1.99416,0.0,0.911299
PB.11996.3,0.0,1.26616,2.0454,3.41589,0.0,3.67447
PB.11996.2,5.03788,5.74841,3.25105,3.36104,4.32876,5.54573
PB.11996.1,2.74643,6.26925,6.75174,4.22836,3.14646,3.86459
PB.11995.3,0.0,0.986157,1.59308,1.77366,0.0,1.2158
PB.11995.2,0.0,1.9153,1.54702,0.861194,0.0,0.0
PB.11995.1,103.374,93.0975,95.2988,45.5905,30.5329,61.366
PB.11993.6,0.0,0.80238,0.0,0.721564,0.805426,0.0
PB.11993.5,0.0,0.715703,0.0,0.645047,0.718605,0.0
PB.11993.4,1.2952,0.707908,1.18158,5.72944,7.831,0.0
PB.11993.3,1.20118,0.0,1.14293,0.686192,1.12684,0.0
PB.11993.2,8.7378,7.06043,12.3705,35.2576,34.2712,5.52674
PB.11993.1,8.93673,5.00394,8.11424,23.8931,22.7809,2.14087
PB.11992.4,41.6027,28.1509,36.3402,19.8967,34.7585,29.0234
PB.11991.5,4.81562,4.95501,4.01768,0.0,0.0,6.23384
PB.11991.4,40.6728,34.0426,17.498,5.56615,6.21294,11.8405
PB.11991.2,1.4795,5.35487,1.20614,3.82283,2.74338,3.95669
PB.11990.1,0.934885,0.533513,0.861859,0.0,1.07106,0.657753
PB.11988.9,1.61155,0.919668,1.48567,0.827039,0.0,0.0
PB.11988.4,0.0,2.74893,8.54975,1.95989,2.65043,8.23919
PB.11988.3,1.20496,0.564046,2.2428,0.416174,0.0,0.867758
PB.11987.1,0.0,0.0,4.49585,1.25137,0.69839,2.57336
PB.11986.2,0.0,0.419657,2.05556,0.0,0.421982,1.21073
PB.11986.1,0.0,2.21206,4.26518,5.17209,0.0,0.0
PB.11984.1,0.917396,0.523533,1.69147,0.0,0.262755,0.968173
PB.11983.13,0.0,1.07998,0.872324,0.485603,0.0,1.33148
PB.11983.11,0.0,0.900208,0.0,2.40718,2.78666,0.0
PB.11983.10,106.812,174.962,148.893,298.15,308.333,125.83
PB.11983.7,0.0,0.0,0.755488,0.381762,0.464431,0.0
PB.11983.5,6.87856,14.7542,15.2607,39.7957,39.1484,10.5464
PB.11983.2,0.0,2.10397,1.7087,0.0,2.11192,0.0
PB.11983.1,0.0,0.0,0.996492,1.09888,0.602404,0.91894
PB.11982.10,5.30437,10.1329,8.8078,18.6843,20.8779,11.7311
PB.11982.9,1.95577,0.816195,0.0,0.731144,1.67823,0.452563
PB.11982.7,0.0,0.666384,0.533078,0.896006,0.653483,1.27321
PB.11982.4,0.0,1.74515,0.0,1.36432,1.23982,0.0
PB.11982.3,0.0,0.367491,1.21545,0.655767,0.722764,0.934804
PB.11982.2,0.0,3.57029,7.97869,12.7543,11.1529,4.08687
PB.11982.1,18.5554,10.0603,18.3286,21.553,17.1403,10.5199
PB.11980.4,21.4054,19.4692,26.9026,11.9918,20.457,17.5281
PB.11980.3,23.0751,19.8479,24.1562,34.2621,29.1119,19.4645
PB.11980.2,4.47328,1.12921,2.18839,0.0,1.1596,1.28816
PB.11979.5,5.17403,1.94258,1.0535,0.0,0.0,1.5977
PB.11979.4,12.3908,29.9355,18.671,6.36046,10.7774,24.3649
PB.11979.2,0.0,2.19535,5.63707,0.577479,0.0,5.62967
PB.11979.1,1.7386,8.083,4.74822,1.32127,1.31629,0.0
PB.11978.8,0.0,2.28064,2.38152,1.14026,1.7957,0.0
PB.11978.7,326.153,114.692,186.29,16.4382,0.825108,305.645
PB.11978.6,3.86787,3.66092,1.19232,0.50136,1.45484,0.0
PB.11978.4,1.92287,3.69017,1.55166,2.05044,6.07468,3.68211
PB.11978.3,0.0,1.43897,20.735,0.720244,0.0,18.1523
PB.11975.1,20.3493,25.8063,19.2809,26.1079,27.1989,21.8295
PB.11973.2,1.40014,1.99756,3.22693,2.68433,3.26708,1.97018
PB.11972.3,0.0,0.985841,0.586532,0.275472,0.922444,1.30243
PB.11972.2,2.13222,2.02816,0.0,0.0,2.34214,3.06451
PB.11972.1,0.0,0.825193,0.0,1.00567,0.815781,0.0
PB.11971.1,10.1152,17.8946,17.7176,23.8788,37.6626,19.9267
PB.11970.2,0.0,0.0,1.17214,0.646675,0.734652,0.0
PB.11970.1,120.557,169.846,92.0122,197.202,235.204,139.157
PB.11969.7,0.0,0.431476,0.697024,1.16405,0.0,0.0
PB.11969.4,0.0,0.748264,1.64868,1.66638,1.37371,1.94005
PB.11969.3,4.78064,16.5558,10.0542,10.8539,15.9982,22.4602
PB.11969.2,1.45925,0.0,4.03123,1.45242,1.7265,0.0
PB.11969.1,30.1685,44.8978,35.0681,37.1663,42.7011,39.2465
PB.11968.1,1.2801,0.73052,0.0,0.0,2.19983,1.80127
PB.11967.3,0.0,1.56494,3.14189,2.03738,0.0,3.25924
PB.11967.1,7.01557,3.51799,5.15336,3.86796,2.07107,3.68738
PB.11966.3,25.9229,12.4324,40.8208,66.1839,51.301,33.4305
PB.11966.1,794.844,126.647,1046.95,11.572,1.84533,613.376
PB.11965.1,8.29066,3.15417,2.54769,2.83648,3.86953,1.45826
PB.11964.2,0.733609,1.7398,0.722618,3.71775,5.59529,1.42642
PB.11964.1,5.29595,8.74458,5.45581,12.2372,12.1664,5.13928
PB.11962.21,0.865081,1.97471,0.797508,0.443955,0.0,4.26049
PB.11963.1,0.719188,1.23126,1.32602,0.0,0.0,1.51799
PB.11962.19,5.13427,4.10199,10.4131,2.1079,1.76463,9.39198
PB.11962.16,1.56461,4.26559,7.00012,2.27153,4.22643,5.85199
PB.11962.15,1.16067,1.27762,0.0,0.0,0.640638,0.0
PB.11962.14,0.0,1.48924,1.19967,2.65129,0.740183,1.83115
PB.11962.13,2.5638,0.899783,1.4554,1.92715,0.0,0.0
PB.11962.11,10.1328,1.79615,6.06929,6.23882,1.725,4.2165
PB.11962.10,0.0,0.0,4.3279,3.00526,0.993099,4.33931
PB.11962.8,0.0,0.767496,2.93106,0.744306,0.0,2.65204
PB.11962.7,0.0,2.34717,1.26546,0.703267,0.78301,2.89234
PB.11962.5,0.0,0.818256,3.88582,0.715095,0.0,0.985478
PB.11962.4,1.71369,0.980972,0.0,2.63376,1.95835,0.0
PB.11962.2,1.91579,1.08719,0.0,0.976655,0.0,0.0
PB.11961.2,0.0,4.94152,1.73889,3.91522,3.69076,2.68972
PB.11961.1,4.28501,7.18762,7.53539,6.1754,8.14397,0.0
PB.11959.24,2.79684,3.72419,4.29729,0.956882,1.06807,2.46474
PB.11959.23,3.20494,0.0,2.9546,0.0,0.91794,0.0
PB.11959.22,1.36122,0.782399,2.33763,0.0,0.0,0.0
PB.11959.20,0.0,5.27276,1.22493,0.687013,0.0,0.949004
PB.11959.19,4.10631,4.43545,1.88648,2.07938,2.34438,0.0
PB.11959.18,22.1768,10.3506,23.9895,9.45455,13.2291,11.6239
PB.11959.16,5.19517,6.26785,2.83964,4.0564,0.463547,2.70485
PB.11959.14,1.93219,4.48243,4.62885,3.29687,1.42296,0.565932
PB.11959.13,7.9389,8.35448,4.0506,6.16816,4.38578,3.05495
PB.11959.11,29.8793,18.9526,17.4675,8.88319,9.77109,12.7598
PB.11959.10,0.887176,0.493315,0.0,0.446545,0.501974,0.613834
PB.11959.9,132.707,53.7082,75.188,46.3876,31.2626,41.0361
PB.11959.7,59.6267,27.6824,34.1609,15.2283,14.0968,24.5956
PB.11959.6,12.7159,25.2644,12.3076,13.5263,12.1231,14.5977
PB.11959.5,3.10794,1.57603,4.89877,0.710868,0.0,1.94616
PB.11959.4,77.8296,47.832,44.0859,22.118,22.6697,29.1512
PB.11960.2,1.11152,0.0,1.0247,0.570427,0.0,0.78203
PB.11957.3,4.70825,0.0,5.54464,1.57701,7.10211,3.4544
PB.11957.2,0.984827,1.14918,0.0,0.501958,0.548708,0.0
PB.11955.5,1.34805,0.0,0.621376,0.345906,1.1583,0.0
PB.11956.1,0.928022,0.0,0.0,1.25069,2.50129,0.989721
PB.11955.3,0.0,3.00911,3.10332,7.77371,12.5361,0.0
PB.11953.5,0.0,0.685061,1.1573,1.8017,1.43523,0.0
PB.11953.3,3.21032,0.0,0.878275,3.34083,2.15053,2.01371
PB.11952.1,2.95214,1.68471,1.36077,6.06009,1.69107,1.03851
PB.11951.2,2.63613,1.50437,0.0,4.05854,3.0201,1.85469
PB.11950.2,3.16747,0.903794,0.0,0.812764,0.907207,4.45705
PB.11950.1,2.97655,2.37809,2.74404,3.3606,3.4101,1.67536
PB.11949.2,0.0,0.975297,1.52415,1.63149,0.0,0.0
PB.11949.1,31.3981,27.6022,36.743,60.7442,47.4055,22.0907
PB.11948.2,5.69044,17.3807,0.0,0.0,4.39676,4.60742
PB.11947.4,48.5818,61.9297,15.5776,2.451,2.79613,18.0178
PB.11947.2,3.88516,3.02039,1.64623,2.65671,1.81048,1.94603
PB.11945.1,18.9455,39.8406,10.1838,23.5277,30.3641,22.118
PB.11944.1,2.35755,3.36348,2.1734,4.83953,2.70094,0.829347
PB.12008.1,126.983,484.902,278.177,333.767,403.641,193.931
PB.11943.1,3.85288,1.09937,3.55192,0.988638,2.75956,0.0
PB.11942.3,1.35908,0.0,0.0,1.64533,1.67223,0.0
PB.11942.1,5.36888,0.314211,18.742,55.2635,89.2876,5.75612
PB.11941.1,5.36888,0.314211,30.7846,44.026,0.0,5.75516
PB.11940.1,5.20296,15.753,7.9525,4.80834,6.07117,8.47442
PB.11939.10,29.0285,25.7154,12.8766,24.8127,21.6186,15.3349
PB.11939.9,0.0,2.05096,2.027,6.15204,1.98624,0.628529
PB.11939.8,7.39458,10.5412,11.2509,13.5034,14.745,9.73687
PB.11939.7,12.2212,1.55038,0.0,2.99902,0.0,0.0
PB.11939.5,0.0,3.63604,0.0,2.14522,4.11605,0.0
PB.11939.3,18.0862,27.5611,21.9273,20.9728,18.5313,8.36848
PB.11939.1,3.68759,3.20797,0.0,2.22647,1.05619,2.62855
PB.11938.1,2.00591,4.57888,0.0,2.05885,1.14904,2.82259
PB.11935.20,8.34947,6.35309,1.28288,0.0,0.0,0.979067
PB.11935.18,2.03243,2.31971,1.87367,1.56455,1.16423,1.42995
PB.11937.2,0.0,0.927021,0.748774,0.416826,0.465261,0.0
PB.11935.17,0.0,0.0,0.678731,0.374407,0.449385,0.0
PB.11935.15,0.0,0.0,0.68782,1.17077,0.44213,0.0
PB.11935.12,3.66789,1.49818,0.0,4.2677,2.44779,1.11716
PB.11935.11,2.72153,13.9823,10.4168,12.1148,12.8218,15.1356
PB.11935.8,0.0,0.0,0.705445,0.965582,1.19486,0.455161
PB.11935.5,19.5855,14.7003,11.9868,23.2269,25.6612,14.5978
PB.11936.1,0.0,0.545069,1.76105,0.0,1.09425,0.0
PB.11935.3,2.1842,0.560502,0.0,0.0,0.617498,0.646305
PB.11935.2,1.73285,1.57454,1.78563,3.30468,4.19999,3.23611
PB.11934.12,0.0,0.0,1.49102,0.830017,0.617644,0.75861
PB.11934.11,1.21503,0.693385,0.0,0.0,0.696003,0.0
PB.11934.10,89.0718,101.03,92.223,89.7056,115.334,89.2562
PB.11934.9,1.1062,3.33503,0.0,1.70454,0.0,3.16037
PB.11934.8,1.14534,0.0,0.0,0.575018,1.29288,0.793114
PB.11934.6,1.16731,0.0,2.33299,0.533025,1.02477,0.766452
PB.11934.5,0.0,1.27262,0.0,3.95867,5.0721,0.0
PB.11934.3,9.53538,0.0,1.41472,2.71114,2.37905,0.0
PB.11934.1,0.0,2.81417,3.87842,3.26469,3.03946,0.0
PB.11932.6,0.582236,0.0,0.565611,0.0,0.356605,0.0
PB.11931.11,0.863768,0.985857,0.796297,0.0,0.49479,0.607717
PB.11931.9,0.61716,0.351992,0.0,0.94978,0.706696,0.434003
